Products,Reactants,Spectators
'FC1=C(C=CC2=CC=CC=C12)C=O',FC1=CC=CC2=CC=CC=C12; [Li+].CC(C)[N-]C(C)C; O=CN(C)C,[]
'O1C(OCCC1)C1=CC=CC=2SC(=CC21)C(=O)O',O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)OC; O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)OC; [OH-].[K+]; Cl; CO,[]
'Cl.OCC1=CC2=C(SC(=C2)C(=N)N)C=C1',C=1(C(=CC=CC1)C)C; O.O.O.O.O.Cl.OCC1=CC2=C(SC(=C2)C(=N)N)C=C1,[]
'S1C2=C(C=C1NC(=O)N)C=CC=C2',S1C2=C(C=C1C(=O)O)C=CC=C2; CCN(CC)CC; C(C(C)C)OC(=O)Cl; [Na+].[N-]=[N+]=[N-]; N,[]
'Cl.C(=C\\C)/C1=CC=CC=2SC(=CC21)C(=N)N',C1(=CC=CC=C1)C#C; C(CCC)[SnH](CCCC)CCCC; N#CC(C)(C)N=NC(C)(C)C#N; [SnH4]; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; [Cl-].[Li+],[]
'C(#C)C=1C=NC=CC1',BrC=1C=NC=CC1; OC(C#C)(C)C; [OH-].[Na+],['CCN(CC)CC']
'BrC1=CC=C(C=C1)SCC(OC)OC',BrC1=CC=C(C=C1)S; BrCC(OC)OC,[]
"'S1C2=C(C=C1Sn(C)(C)C)C=CC=C2', 'S1C2=C(C=C1C1=CC3=C(SC(=C3)C(=O)OC)C=C1)C=CC=C2'",S1C2=C(C=C1)C=CC=C2; CCCC[Li]; C[Sn](C)(C)Cl; [SnH4]; BrC1=CC2=C(SC(=C2)C(=O)OC)C=C1; BrC1=CC2=C(SC(=C2)C(=O)OC)C=C1; [Cl-]; [Cl-].[Li+],[]
'OC(C#CC1=CC=CC=2SC(=CC21)C#N)(C)C',IC1=CC=CC2=C1C=C(S2)C#N; CC(C)(C#C)O,[]
'BrC1=C(C=O)C(=CC=C1C)F',BrC1=C(C=CC(=C1)F)C; [Li+].CC(C)[N-]C(C)C; O=CN(C)C,[]
'C1(=CC=CC=C1)C1=CC=C(O1)C1=CC=CC=2SC(=CC21)C(=O)OC',BrC1=CC=C(O1)C1=CC=CC=2SC(=CC21)C(=O)OC; BrC1=CC=C(O1)C1=CC=CC=2SC(=CC21)C(=O)OC; C[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C; [Cl-].[Li+],[]
'CC(O-)=O',OCC1=CC=CC=2SC(=CC21)C(=O)OC; [Br-].C(=O)(O)CC1=CC2=C(S1)C=CC=C2C[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2; C=1(C(=CC=CC1)C)C,[]
'OCCC/C=C/C1=CC=CC=2SC(=CC21)C#N',IC1=CC=CC=2SC(=CC21)C#N; IC1=CC=CC=2SC(=CC21)C#N; [F-].C(CCC)[N+](CCCC)(CCCC)CCCC; CCOC(=O)C,[]
'FC1=C(C=C(C#N)C=C1)C=O',FC1=CC=C(C#N)C=C1; [Li+].CC(C)[N-]C(C)C; O=CN(C)C,[]
'C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC',O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)OC; OC(=O)C(F)(F)F,[]
'Cl.BrC(=CC1=CC=CC=2SC(=CC21)C(=N)N)Br',C=1(C(=CC=CC1)C)C; O.O.O.Cl.BrC(=CC1=CC=CC=2SC(=CC21)C(=N)N)Br,[]
'FC1=CC=CC(=C1C=O)OC',FC=1C=C(C=CC1)OC; C(CCC)[Li]; O=CN(C)C,[]
'Cl.C(C)C1=CC=CC=2SC(=CC21)C(=N)N',Cl.C(=C)C1=CC=CC=2SC(=CC21)C(=N)N; Cl.C(=C)C1=CC=CC=2SC(=CC21)C(=N)N,[]
'Cl',C=1(C(=CC=CC1)C)C; CO.ClC(Cl)Cl,[]
'S1C(=CC=C1)C1=CC2=C(SC(=C2)C(=O)OC)C=C1',C[Sn](C=1SC=CC1)(C)C; C[Sn](C=1SC=CC1)(C)C; IC1=CC2=C(SC(=C2)C(=O)OC)C=C1; IC1=CC2=C(SC(=C2)C(=O)OC)C=C1; [Cl-].[Li+]; CCOC(=O)C.CCCCCC,[]
'Cl.C(=C)C1=CC2=C(SC(=C2)C(=N)N)C=C1',Cc1ccccc1; O.O.O.Cl.C(=C)C1=CC2=C(SC(=C2)C(=N)N)C=C1,[]
'O1CCC2=C1C=CC(=C2)C=O',[Br-]; CCCC[Li]; O=CN(C)C; C1CCCO1,[]
'FC1=CC=CC(=C1C=O)I',C(C)(C)[N-]C(C)C.[Li+]; C(CCC)[Li]; C(C)(C)NC(C)C; FC=1C=C(C=CC1)I; O=CN(C)C,[]
'C1(=CC=CC=C1)C1=CC2=C(SC(=C2)C(=O)OC)C=C1',IC1=CC2=C(SC(=C2)C(=O)OC)C=C1; IC1=CC2=C(SC(=C2)C(=O)OC)C=C1; C[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C; [Cl-].[Li+],['O1CCOCC1']
'N1=CC(=CC=C1)C1=CC=CC=2SC(=CC21)C(=O)OC',C[Sn](C1=CC=CC=2SC(=CC21)C(=O)OC)(C)C; C[Sn](C1=CC=CC=2SC(=CC21)C(=O)OC)(C)C; BrC=1C=NC=CC1; [Cl-].[Li+]; CCOC(=O)C.CCCCCC; CCOC(=O)C.CCCCCC,[]
'Cl.CC(=C)C1=CC2=C(SC(=C2)C(=N)N)C=C1',Cc1ccccc1; Cl.CC(C)C1=CC2=C(SC(=C2)C(=N)N)C=C1,[]
'ClC1=C(C(=CC=C1)F)C1OCCO1',ClC1=C(C=O)C(=CC=C1)F; C(CO)O,[]
'FC=1C=C(C=CC1)C1OCCO1',FC=1C=C(C=O)C=CC1; C(CO)O,[]
'FC1=C(C=O)C=CC=C1I',FC1=C(C=CC=C1)I; [Li+].CC(C)[N-]C(C)C; O=CN(C)C,[]
'O1C(=CC=C1)C#CC1=CC=CC=2SC(=CC21)C(=O)OC',C[Sn](C1=CC=CC=2SC(=CC21)C(=O)OC)(C)C; C[Sn](C1=CC=CC=2SC(=CC21)C(=O)OC)(C)C; [Cl-].[Li+]; O=CN(C)C,[]
'BrCC1=CC=CC=2SC(=CC21)C(=O)OC',C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1; C(Br)(Br)(Br)Br; OCC1=CC=CC=2SC(=CC21)C(=O)OC; CCOCC,[]
'C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC',c1ccsc1; O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)OC; [Br-].C(#N)C1=CC=C(C[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1; [I],[]
'ClC=1C=CC2=C(SC(=C2)CO)C1C=O',ClC=1C=CC2=C(SC(=C2)CO)C1C1OCCO1; FC(C(=O)O)(F)F; FC(C(=O)O)(F)F,[]
'O1C(=CC=C1)C1=CC=CC=2SC(=CC21)C#N',C(CCC)[Sn](C=1OC=CC1)(CCCC)CCCC; C(CCC)[Sn](C=1OC=CC1)(CCCC)CCCC; IC1=CC=CC=2SC(=CC21)C#N; IC1=CC=CC=2SC(=CC21)C#N; [Cl-].[Li+],[]
'N1=CC(=CC=C1)C1=CC2=C(SC(=C2)C(=O)OC)C=C1',C[Sn](C1=CC2=C(SC(=C2)C(=O)OC)C=C1)(C)C; BrC=1C=NC=CC1; [Cl-].[Li+]; CCOC(=O)C.CCCCCC,[]
'C1(=CC=CC=C1)CCC/C=C/C1=CC=CC=2SC(=CC21)C(=O)OC',C1(=CC=CC=C1)CCCC#C; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; CCOC(=O)C,[]
'C(=O)C=1SC=CC1SCC(=O)OC',COC1=CC=C(CSC2=C(SC=C2)C=O)C=C1; COc1ccccc1; FC(C(=O)O)(F)F,[]
"'CSn(C=1SC=CC1)(C)C', 'S1C(=CC=C1)C1=CC=CC=2SC(=CC21)C(=O)OC'",c1ccsc1; CCCC[Li]; C[Sn](C)(C)Cl; [SnH4]; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; [Cl-].[Li+]; CCOC(=O)C.CCCCCC,[]
'C(=O)C=1C(=CSC1)SCC(=O)OC',COC1=CC=C(CSC=2C(=CSC2)C=O)C=C1; COc1ccccc1; FC(C(=O)O)(F)F,[]
"'COC1=CC=C(C=C1)Sn(C)(C)C', 'IC1=CC=CC=2SC(=CC21)C(=O)OC', 'COC1=CC=C(C=C1)C1=CC=CC=2SC(=CC21)C(=O)OC'",BrC1=CC=C(C=C1)OC; C(C)(C)(C)[Li]; Cl[Sn](C)(C)C; [SnH4]; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; [Cl-].[Li+]; CCOC(=O)C.CCCCCC,[]
'C(C1=CC=CC=C1)SC1=C(C2=CC=CC=C2C=C1)C=O',CN(CCNC)C; CCCC[Li]; [H]C(=O)c1cccc2ccccc12; C(C)(CC)[Li]; C=1(C(=CC=CC1)S(=O)(OCC1=CC=CC=C1)=S)C,['C1CCCO1']
'C(=C)C1=CC2=C(SC(=C2)C(=O)OC)C=C1',C(=O)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; C(=O)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; [I-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,[]
'OC(C#CC=1C=C2CCCC2=CC1)(C)C',C1CCC2=CC=CC=C12; [Br]; [O-]C(=O)O.[Na+]; BrC1=C2CCCC2=CC=C1; CC(C)(C#C)O,"['CCCCCC', 'CCOCC', 'CCN(CC)CC']"
'C1(=CC=CC=C1)CCCC#C',C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1; BrC(Br)(Br)Br; C1(=CC=CC=C1)CCCC=O; CCCC[Li],"['ClCCl', 'ClCCl', 'ClCCl', 'C1CCCO1']"
'CC(C#CC1=CC=CC=2SC(=CC21)C(=O)OC)C',Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; CC(C#C)C; CCOC(=O)C,[]
'OCC1=CC=CC=2SC(=CC21)C(=O)O-',C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC; C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC; B.C1CCCO1,[]
'O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)OC',O1C(OCC1)C1=C(C=O)C(=CC=C1)F; CS(=O)C; CS(=O)C,[]
'C(#C)C1=CC=CC=2SC(=CC21)C(=O)OC',CC(C)([O-])C.[K+]; C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC; C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC; [O-]C(=O)O.[Na+],[]
'O1C(OCC1)C1=C(C=O)C(=CC=C1)F',C(CCC)[Li]; FC=1C=C(C=CC1)C1OCCO1; O=CN(C)C,[]
'O1C(=CC=C1)C1=CC2=C(SC(=C2)C(=O)OC)C=C1',C(CCC)[Sn](C=1OC=CC1)(CCCC)CCCC; C(CCC)[Sn](C=1OC=CC1)(CCCC)CCCC; IC1=CC2=C(SC(=C2)C(=O)OC)C=C1; IC1=CC2=C(SC(=C2)C(=O)OC)C=C1; [Cl-].[Li+]; CCOC(=O)C.CCCCCC,[]
'OCC1=CC2=C(SC(=C2)C(=O)OC)C=C1',C(=O)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; C(=O)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; B.C1CCCO1,[]
'C(C)(=O)C1=CC=CC=2SC(=CC21)C(=O)OC',ClC(=O)C(=O)Cl; CS(=O)C; OC(C)C1=CC=CC=2SC(=CC21)C(=O)OC; CCN(CC)CC,['ClCCl']
'BrC1=C(SC=C1)C=O',C(CCC)[Li]; C(C)(C)NC(C)C; BrC1=CSC=C1; O=CN(C)C,"['C1CCCO1', 'C1CCCO1']"
'FC=1C(=C(C#N)C=CC1C=O)Si(C)(C)C',FC=1C=C(C#N)C=CC1; [Li+].CC(C)[N-]C(C)C; Cl[Si](C)(C)C; C1CCCO1,[]
'C(#C)C1=CC2=C(OCO2)C=C1',C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1; C(Br)(Br)(Br)Br; [H]C(=O)c1ccc2OCOc2c1; CCCCCC,['ClCCl']
'C(#C)C1=CC2=C(SC=C2)C=C1',BrC1=CC2=C(SC=C2)C=C1; CC(C)(C#C)O; CC(C)(C#C)O; [OH-].[Na+],"['CCN(CC)CC', 'CCOCC']"
'S1C(=CC2=C1SC=C2)C(=O)OC',C(=O)C1=C(SC=C1)SCC(=O)OC; CCN(CC)CC,[]
'CC(=C)C1=CC=CC=2SC(=CC21)C(=O)OC',[I-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; CC(C)([O-])C.[K+]; C(C)(=O)C1=CC=CC=2SC(=CC21)C(=O)OC,['C1CCCO1']
'FC1=CC=CC(=C1C=O)SC',C[S-].[Na+]; FC1=C(C=O)C(=CC=C1)F,[]
'S1C2=C(C=C1C(=O)OC)SC=C2',C(=O)C=1SC=CC1SCC(=O)OC; CCN(CC)CC,[]
'C(CCC)Sn(C1=CCCO1)(CCCC)CCCC',C1CC=CO1; C(C)(C)(C)[Li]; C(CCC)[Sn](CCCC)(CCCC)Cl; [SnH4]; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; [Cl-].[Li+],[]
'Cl.S1C2=C(C=C1C(=O)NC(N)=N)C=CC=C2',NC(N)=N; S1C(=CC2=C1C=CC=C2)C(=O)Cl,[]
'S1C2=C(C(=C1)C(=O)O)C=CC=C2',C(CCC)[Li]; BrC=1C2=C(SC1)C=CC=C2; C(=O)=O,[]
'FC1=C(C=O)C=CC(=C1Si(C)(C)C)I',FC1=CC=CC(=C1[Si](C)(C)C)I; [Li]N1C(CCCC1(C)C)(C)C; O=CN(C)C,[]
'Br.N=C1SC2=C(N1CCO)C=CC(=C2)OC(F)(F)F',N=C1SC2=C(N1CCO)C=CC(=C2)OC(F)(F)F; NC=1SC2=C(N1)C=CC(=C2)OC(F)(F)F; BrCCO,[]
'C(C1=CC=CC=C1)N1CCC(CC1)S',N=C1SC2=C(N1CCSC1CCN(CC1)CC1=CC=CC=C1)C=CC(=C2)OC(F)(F)F; C(C1=CC=CC=C1)N1CCC(CC1)SC(C)=O; CC(O)=O; [NH4+].[NH4+].[O-]S([O-])(=O)=O,[]
'FC(OC1=CC=C(NCCO)C=C1)(F)F',C1(=CC=C(C=C1)S(=O)(=O)OCCN(C1=CC=C(C=C1)OC(F)(F)F)S(=O)(=O)C1=CC=C(C=C1)C)C; FC(OC1=CC=C(N)C=C1)(F)F; BrCCO,[]
'Cl',ClC1=CC(=CC=C1)C(=O)OO; N=C1SC2=C(N1CCSCCCC(=O)C1=CC=CC=C1)C=CC(=C2)OC(F)(F)F; C(C)OCC,[]
'N+(=O)(O-)C1=CC=C(CCC(C(C(=O)O-)=N+=N-)=O)C=C1',[N+](=O)([O-])C1=CC=C(CO)C=C1; C(CC(=O)C)(=O)OC; C(C)N(CC)CC; S(=O)(=O)(N=[N+]=[N-])N=[N+]=[N-].C(CCCCCCCCCCC)C1=CC=CC=C1,[]
'CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)C=NO',[Na]; CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)C; CC(C)CCON=O; [Cl-].[NH4+],['N']
'CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)C#N',CN(C=O)C; ClC(=O)C(=O)Cl; CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)C=NO; c1cncnc1,[]
'CC(C)(C)C1=NC(=NC(=C1O)C(C)(C)C)C=O',OC(=O)C(F)(F)F; CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)C=O; [O-]C(=O)O.[Na+],[]
'CC(C)(C)C=1N=C(OC1C(C(C)(C)C)=O)C',C(C)(=O)OC(C(C(C)(C)C)=O)C(C(C)(C)C)=O; [NH4+].CC([O-])=O,['CC(O)=O']
'CC(C)(C)C1=NC(=NC(=C1O)C(C)(C)C)C',CC(C)(C)C=1N=C(OC1C(C(C)(C)C)=O)C; [NH4+].[OH-],[]
'CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)CC(O)C=1C=NC=CC1',C(CCC)[Li]; CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)C; N1=CC(=CC=C1)C=O,[]
'CC(C)(C)C1=NC(=NC(=C1OCOCCOC)C(C)(C)C)C',CC(C)(C)C1=NC(=NC(=C1O)C(C)(C)C)C; [H-].[Na+]; COCCOCCl,[]
'C(CC(O)(C(=O)O-)CC(=O)O-)(=O)O-.Cr+3',[Cr]; OC(=O)CC(O)(CC(O)=O)C(O)=O,[]
'C(\\C=C\\C(=O)O)(=O)O.O1N=C(C2=C1C=CC=C2)C2CC1CCC(C2)N1CCOC1=C(C=C(C=C1)C(C)=O)OC',O1N=C(C2=C1C=CC=C2)C2CC1CCC(C2)N1; ClCCOC1=C(C=C(C=C1)C(C)=O)OC; C([O-])([O-])=O.[K+].[K+]; [K+].[I-],[]
'C(C)=O',N1N=C(C2=CC=CC=C12)C1CC2CCC(C1)N2; ClCCOC1=C(C=C(C=C1)C(C)=O)OC; C([O-])([O-])=O.[K+].[K+],[]
'C(C)=O',FC1=CC=C2C(=NNC2=C1)C1CC2CCC(C1)N2; BrCCCCOC1=C(C=C(C=C1)C(C)=O)OC; C([O-])([O-])=O.[K+].[K+],[]
'N1=C(N=CC=C1)N1CCN(CC1)CCCC#N',N1=C(N=CC=C1)N1CCN(CC1)CCCCN1CCC2(CCCC2)CC1; N1=C(N=CC=C1)N1CCNCC1; ClCCCC#N; C([O-])([O-])=O.[Na+].[Na+],[]
'N1(CCCC1)C=1CCC2=CC=CC=C2C1',[H][C]([H])[H]; BrC=1C=CC=C2CCC(CC12)=O; BrC=1C=CC=C2CCC(CC12)=O; BrC=1C=CC=C2CCC(CC12)=O; C1CCNC1,[]
'BrC=1C=CC=C2CCC(=CC12)N(CCC)CCC',BrC=1C=CC=C2CCC(CC12)=O; C(CC)NCCC; C1(=CC=C(C=C1)S(=O)(=O)O)C,[]
'BrC=1C=CC=C2C=C(CCC12)N1CCCC1',BrC=1C=CC=C2CCC(CC12)=O; C1CCNC1,[]
'C(CC)N(C1CC2=C(C=CC=C2CC1)S(=O)C)CCC',CS(O)(=O)=O; C(CC)N(C1CC2=C(C=CC=C2CC1)SC)CCC; I(=O)(=O)(=O)[O-].[Na+]; [OH-].[NH4+],[]
'Mg',[Cl-].[K+]; [Cl-].[Mg+2].[Cl-],[]
'C(=O)(OC(C)(C)C)N1CCC(CC1)C/C=C/C(=O)OCC',ClC(=O)C(=O)Cl; CS(=O)C; C(=O)(OC(C)(C)C)N1CCC(CC1)CCO; CCN(CC)CC; C(=O)(OCC)C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,[]
'P(=O)(OCC1=CC=CC=C1)(OCC1=CC=CC=C1)O-.Ag+',P(=O)(OCC1=CC=CC=C1)(OCC1=CC=CC=C1)[O-]; C([O-])([O-])=O.[Ag+2],['CC#N']
'C1(=CC=C(C=C1)S(=O)(=O)OC(CNS(=O)(=O)C=1C=2C=CC=NC2C(=CC1)Cl)C)C',OC(CNS(=O)(=O)C=1C=2C=CC=NC2C(=CC1)Cl)C; c1ccncc1; C1(=CC=C(C=C1)S(=O)(=O)Cl)C,[]
'Cl.C1OC=2C=C(CNCCNS(=O)(=O)C=3C=4C=CN=CC4C=CC3)C=CC2O1',C1OC=2C=C(CNCCNS(=O)(=O)C=3C=4C=CN=CC4C=CC3)C=CC2O1; Cl,[]
'ClC1=CC=C(C=2C=CC=NC12)S(=O)(=O)N1CCNCCC1',ClC1=CC=C(C=2C=CC=NC12)S(=O)(=O)O; S(=O)(Cl)Cl; CN(C=O)C,[]
'C1(=CC=C(C=C1)S(=O)(=O)OCCNS(=O)(=O)C=1C=2C=CN=C(C2C=CC1)Cl)C',OCCNS(=O)(=O)C=1C=2C=CN=C(C2C=CC1)Cl; c1ccncc1; C1(=CC=C(C=C1)S(=O)(=O)Cl)C,[]
'COC=1C=C(CCNC(CNS(=O)(=O)C=2C=3C=CC=NC3C(=CC2)Cl)C)C=CC1OC',C1(=CC=C(C=C1)S(=O)(=O)OC(CNS(=O)(=O)C=1C=2C=CC=NC2C(=CC1)Cl)C)C; COC=1C=C(CCN)C=CC1OC,[]
'N1=CC=CC=2C(=CC=CC12)S(=O)(=O)Cl',N1=CC=CC=2C(=CC=CC12)S(=O)(=O)O; S(=O)(Cl)Cl; S(=O)(Cl)Cl,[]
'C1OC=2C=C(CNCCNS(=O)(=O)C=3C=4C=CN=CC4C=CC3)C=CC2O1',C1(=CC=C(C=C1)S(=O)(=O)OCCNS(=O)(=O)C=1C=2C=CN=CC2C=CC1)C; C1OC=2C=C(CN)C=CC2O1,[]
'C1OC=2C=C(CNCCNS(=O)(=O)C=3C=4C=CC=NC4C(=CC3)Cl)C=CC2O1',C1(=CC=C(C=C1)S(=O)(=O)OCCNS(=O)(=O)C=1C=2C=CC=NC2C(=CC1)Cl)C; C1OC=2C=C(CN)C=CC2O1,[]
'OCCNS(=O)(=O)C=1C=2C=CC=NC2C(=CC1)Cl',ClC1=CC=C(C=2C=CC=NC12)S(=O)(=O)O; S(=O)(Cl)Cl; CN(C=O)C; [Na+].OC([O-])=O,[]
'BrC1=C(C=C(C=C1)C=1N=NSC1)C',BrC1=C(C=C(C=C1)C(C)=O)C; CC1=CC=C(C=C1)S(=O)(=O)NN,[]
'FC1=CC(=C(C=C1)N+(=O)O-)OC',FC=1C=CC(=C(C1)O)[N+](=O)[O-]; C([O-])([O-])=O.[K+].[K+]; CI; CI; [OH-].[Na+],[]
'BrC1=C(C=C(C=C1)C1=NC(=NS1)C)C',BrC1=C(C=C(C=C1)C(N)=S)C; CO; c1ccncc1,[]
'ClC1=C(C=C(C=C1)N+(=O)O-)N1CCN(CC1)C',ClC1=C(C=C(C=C1)[N+](=O)[O-])N; Cl.ClCCN(C)CCCl,[]
'BrC1=C(C=C(C(NO)=N)C=C1)C',BrC1=C(C=C(C#N)C=C1)C; Cl.NO; CC(C)([O-])C.[K+]; O,[]
'O=CN(C)C.CN(C=O)C',CN(P(=O)(N(C)C)N(C)C)C.CN(C)P(=O)(N(C)C)N(C)C; C1CCCO1.O1CCCC1,[]
'Cl.COC1=C(C=C(C(=O)OC)C=C1)N1CCN(CC1)C',Cl.ClCCN(C)CCCl; NC=1C=C(C(=O)OC)C=CC1OC; [Na+].[Na+].[O-]C([O-])=O,[]
'BrC1=C(C=C(C(=O)OC)C=C1)C',BrC1=C(C=C(C(=O)O)C=C1)C; S(O)(O)(=O)=O; [O-]C(=O)O.[Na+],[]
'COC1=C(C=C(C=C1)N)N1CCN(CC1)C',CN1CCN(CC1)C1=C(C=CC(=C1)[N+](=O)[O-])OC; O.NN,[]
'CC1=NC(=NO1)C1=CC=C(C=C1)B(O)O',BrC1=CC=C(C=C1)C1=NOC(=N1)C; C(C)(C)OB(OC(C)C)OC(C)C; C(C)(C)(C)[Li]; [OH-].[Na+],[]
'C(C)(C)(C)OC(=O)NC@@H(CC(=O)O)C(C)O',N[C@@H](CCC(O)=O)C(O)=O; N[C@@H](CC(=O)O)C(C)O; C(=O)(OC(C)(C)C)OC(=O)OC(C)(C)C,[]
'S(=O)(=O)(O-)O-.Ba+2',[Cl-].[Ba+2].[Cl-]; S(O)(O)(=O)=O,[]
"'Cl-.Ba+2.Cl-', 'S(O)(O)(=O)=O', 'S(=O)(=O)(O-)O-.Ba+2'",[Cl-].[Ba+2].[Cl-]; S(O)(O)(=O)=O,[]
"'Cl-.Ba+2.Cl-', 'S(O)(O)(=O)=O', 'S(=O)(=O)(O-)O-.Ba+2'",[Cl-].[Ba+2].[Cl-]; S(O)(O)(=O)=O; [Cl-].[Ba+2].[Cl-]; S(O)(O)(=O)=O,[]
"'C(C)(=O)O-.Ba+2.C(C)(=O)O-', 'Na+.Na+.O-S(O-)(=O)=O', 'S(=O)(=O)(O-)O-.Ba+2'",C(C)(=O)[O-].[Ba+2].C(C)(=O)[O-]; [Na+].[Na+].[O-]S([O-])(=O)=O,[]
"'Cl-.Ba+2.Cl-', 'S(O)(O)(=O)=O', 'S(=O)(=O)(O-)O-.Ba+2'",[Cl-].[Ba+2].[Cl-]; S(O)(O)(=O)=O,[]
"'C(C)(=O)O-.Ba+2.C(C)(=O)O-', 'Na+.Na+.O-S(O-)(=O)=O', 'S(=O)(=O)(O-)O-.Ba+2'",C(C)(=O)[O-].[Ba+2].C(C)(=O)[O-]; [Na+].[Na+].[O-]S([O-])(=O)=O; Cl,[]
'C(C)(C)C1=C(N=CO1)S(=O)(=O)C1=CC=C(C=C1)OC',C(C(C)C)(=O)Cl; COC1=CC=C(C=C1)S(=O)(=O)C[N+]#[C-]; [OH-].[K+]; O,[]
'C(C)C1=C(C=NN1C)S(=O)(=O)C1=CC=C(C=C1)O',CN(C)C(=CS(=O)(=O)C1=CC=C(C=C1)OS(=O)(=O)C1=CC=C(C)C=C1)C(CC)=O; O; CNN,[]
'Cl',CCN(CC)CC; C(C)(C)OC=1C=C(C=CC1)CC(=O)O; C(Cl)Cl,[]
'NH4+',[H][C]([H])[H]; C(C1=CC=CC=C1)C1CCNCC1,[]
'Cl',CCN(CC)CC; C(Cl)Cl,[]
'CCCC(O)=O',C(O)([O-])=O.[Na+]; ClCS(=O)(=O)Cl; OC(=O)CC(O)(CC(O)=O)C(O)=O,"['S(=O)(=O)(O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC', 'ClCCl', 'O']"
'CCCC(O)=O',C1CCC2=CC(=CC=C12)O; C(C)(C)N(CC)C(C)C; OC(=O)CC(O)(CC(O)=O)C(O)=O,[]
'Cl.NCC(=O)N',C(=O)(OC(C)(C)C)NCC(=O)O; C1(CCCCC1)N=C=NC1CCCCC1; Cl.O1CCOCC1,[]
'FC(C1=CC=C(O1)C=O)F',CS(=O)C; ClC(=O)C(=O)Cl; FC(C1=CC=C(O1)CO)F; CCN(CC)CC,"['C(Cl)Cl', 'C(Cl)Cl']"
'FC(C1=CC=C(O1)C(C#C)O)F',[Br-].C(#C)[Mg+]; FC(C1=CC=C(O1)C=O)F,[]
'C(#C)C(O)C=1N=C(SC1)C(F)(F)F',[Br-].C(#C)[Mg+]; FC(C=1SC=C(N1)C=O)(F)F; [Cl-].[NH4+],[]
"'OC@@H1C@@H(C@H2CCC@@H(C1)N2C)C(=O)O-', 'Cl'",C(=O)(OC)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OCC1=CC=CC=C1)N2C; Cl; Cl,[]
'C(=O)(OC)C@H1C@H2CCC@@H(CC@@H1CC1=CC=CC=C1)N2C',C(=O)(OC)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1CC1=CC=CC=C1)N2C; C[O-].[Na+],[]
'Cl.CC1=NC2=CC=CC=C2C(=C1)OC(C)C1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1',Cl; CC1=NC2=CC=CC=C2C(=C1)OC(C)C1=CC=C(C=C1)C1=C(C=CC=C1)C=1N=NN(N1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,[]
